,Type,Year,Lat,Long
664,Homicide,2017,42.29813306,-71.08393278
665,Robbery,2017,42.25784534,-71.12029403
668,Robbery,2017,42.33428841,-71.07239518
669,Robbery,2017,42.26817397,-71.09387677
670,Robbery,2017,42.33001318,-71.09117863
671,Robbery,2017,42.35351814,-71.13117064
672,Robbery,2017,42.3194224,-71.05825306
673,Robbery,2017,42.31012879,-71.0667901
674,Robbery,2017,42.30371229,-71.07180723
675,Robbery,2017,42.33311189,-71.0727637
676,Robbery,2017,42.3088984,-71.0830519
677,Robbery,2017,42.35897759,-71.05702371
678,Robbery,2017,42.30703835,-71.06615319
679,Robbery,2017,42.36324604,-71.05536879
680,Robbery,2017,42.24410679,-71.11786345
681,Robbery,2017,42.30080999,-71.06705066
682,Robbery,2017,42.34489594,-71.09659186
683,Robbery,2017,42.32501866,-71.10460662
684,Robbery,2017,42.33543394,-71.08076738
685,Robbery,2017,42.35157076,-71.07186599
686,Robbery,2017,42.2843982,-71.06468373
687,Robbery,2017,42.35375411,-71.13225621
688,Robbery,2017,42.32287413,-71.10155354
690,Robbery,2017,42.30973269,-71.08734852
691,Robbery,2017,42.28238927,-71.09194475
692,Robbery,2017,42.27433629,-71.09369943
693,Robbery,2017,42.27930648,-71.1190981
694,Robbery,2017,42.37505251,-71.03883891
695,Robbery,2017,42.33667474,-71.15166308
697,Robbery,2017,42.30254239,-71.0595669
698,Robbery,2017,42.29114655,-71.0751514
699,Robbery,2017,42.26839985,-71.11127345
700,Robbery,2017,42.31370929,-71.05824482
701,Robbery,2017,42.33311189,-71.0727637
702,Robbery,2017,42.3523119,-71.0637051
703,Robbery,2017,42.35043307,-71.05661862
704,Robbery,2017,42.29002965,-71.06687496
705,Robbery,2017,42.35602373,-71.06177615
706,Robbery,2017,42.32902469,-71.08341505
707,Robbery,2017,42.34386461,-71.06566457
708,Robbery,2017,42.33014678,-71.10444485
709,Homicide,2017,42.29042439,-71.0638074
711,Robbery,2017,42.35146761,-71.06217219
712,Robbery,2017,42.35925284,-71.05402233
713,Robbery,2017,42.28756847,-71.12281551
714,Robbery,2017,42.31091044,-71.05767414
715,Robbery,2017,42.35540738,-71.06312433
716,Robbery,2017,42.36958091,-71.03931444
717,Robbery,2017,42.28314714,-71.11374152
718,Robbery,2017,42.28861715,-71.12579957
719,Robbery,2017,42.36628674,-71.05135503
720,Robbery,2017,42.30925735,-71.08026718
722,Robbery,2017,42.26956689,-71.09075049
723,Robbery,2017,42.31371151,-71.05704145
724,Robbery,2017,42.3626075,-71.06132725
725,Robbery,2017,42.27433629,-71.09369943
726,Robbery,2017,42.37996489,-71.03923314
727,Homicide,2017,42.31396145,-71.06685455
728,Robbery,2017,42.29350931,-71.07991323
729,Robbery,2017,42.30524412,-71.074838
730,Robbery,2017,42.35540738,-71.06312433
731,Robbery,2017,42.33311189,-71.0727637
732,Robbery,2017,42.3367113,-71.07102057
733,Robbery,2017,42.30845311,-71.08718664
735,Robbery,2017,42.34767067,-71.07620742
736,Robbery,2017,42.34767067,-71.07620742
737,Homicide,2017,42.3152619,-71.06118848
738,Robbery,2017,42.33593698,-71.08008791
739,Robbery,2017,42.33044113,-71.08373481
740,Robbery,2017,42.35009599,-71.0773211
741,Robbery,2017,42.36542502,-71.05957649
742,Robbery,2017,42.31371151,-71.05704145
743,Robbery,2017,42.34186952,-71.0837219
744,Robbery,2017,42.33241896,-71.07501315
745,Robbery,2017,42.3523414,-71.06296987
746,Robbery,2017,42.34914832,-71.131573
747,Robbery,2017,42.29848866,-71.06313294
748,Robbery,2017,42.30349827,-71.07937537
749,Robbery,2017,42.34862382,-71.08277637
750,Robbery,2017,42.32254314,-71.10669432
751,Robbery,2017,42.34854636,-71.07416609
752,Robbery,2017,42.29042439,-71.0638074
753,Robbery,2017,42.34553223,-71.09437093
754,Robbery,2017,42.29496605,-71.11572398
755,Robbery,2017,42.34910076,-71.1561239
756,Robbery,2017,42.28636893,-71.13005503
757,Robbery,2017,42.34862382,-71.08277637
758,Robbery,2017,42.26723923,-71.10521496
760,Robbery,2017,42.30031836,-71.06622354
761,Robbery,2017,42.32734041,-71.07945869
762,Robbery,2017,42.29470677,-71.11869135
763,Robbery,2017,42.33777351,-71.05455097
764,Robbery,2017,42.28282878,-71.0918249
765,Robbery,2017,42.29666202,-71.06121836
766,Robbery,2017,42.33366323,-71.10711427
767,Homicide,2017,42.31009971,-71.0603428
768,Robbery,2017,42.36179428,-71.0571127
769,Robbery,2017,42.27056677,-71.10100994
770,Robbery,2017,42.35836397,-71.05303383
771,Robbery,2017,42.26701085,-71.12096171
772,Robbery,2017,42.26701085,-71.12096171
773,Robbery,2017,42.386649,-71.006721
776,Robbery,2017,42.28523727,-71.10971211
777,Robbery,2017,42.37964694,-71.05989892
778,Robbery,2017,42.31052866,-71.08671835
779,Robbery,2017,42.30010597,-71.0710271
780,Robbery,2017,42.32742591,-71.07702562
781,Robbery,2017,42.26788791,-71.10067012
782,Robbery,2017,42.35942556,-71.05288819
783,Robbery,2017,42.31652381,-71.07528756
784,Robbery,2017,42.29362898,-71.06209481
786,Robbery,2017,42.28970197,-71.12465274
787,Robbery,2017,42.24806163,-71.13269023
788,Robbery,2017,42.29557336,-71.07584328
790,Robbery,2017,42.37546983,-71.03730221
791,Homicide,2017,42.32320895,-71.08432965
792,Robbery,2017,42.30254239,-71.0595669
793,Robbery,2017,42.30247823,-71.06987297
794,Homicide,2017,42.34942864,-71.06536641
795,Robbery,2017,42.32066147,-71.07067867
796,Robbery,2017,42.29109287,-71.06594539
797,Robbery,2017,42.34862382,-71.08277637
799,Robbery,2017,42.28642835,-71.15427278
801,Robbery,2017,42.291441,-71.12180197
802,Robbery,2017,42.3078214,-71.08354076
803,Robbery,2017,42.33444882,-71.0757421
804,Robbery,2017,42.34322603,-71.14295722
806,Robbery,2017,42.35146761,-71.06217219
807,Robbery,2017,42.33153509,-71.09534648
808,Robbery,2017,42.34634226,-71.06323857
809,Robbery,2017,42.29326352,-71.04902283
810,Robbery,2017,42.2836283,-71.09349553
811,Robbery,2017,42.36223947,-71.14174147
812,Robbery,2017,42.33014012,-71.05695787
813,Robbery,2017,42.34980175,-71.07840978
814,Robbery,2017,42.38115804,-71.02830763
815,Robbery,2017,42.33152148,-71.07085307
817,Robbery,2017,42.32950969,-71.0896085
818,Robbery,2017,42.26994732,-71.09380308
819,Robbery,2017,42.37744473,-71.03410833
820,Homicide,2017,42.32734041,-71.07945869
823,Robbery,2017,42.36020464,-71.05620816
824,Robbery,2017,42.30971857,-71.10429432
825,Robbery,2017,42.31588482,-71.07822646
826,Robbery,2017,42.32104169,-71.07215291
827,Robbery,2017,42.31477552,-71.09705119
828,Robbery,2017,42.3648235,-71.05106398
829,Robbery,2017,42.33428841,-71.07239518
830,Robbery,2017,42.29330376,-71.0885899
831,Robbery,2017,42.32790482,-71.05305583
832,Robbery,2017,42.35942556,-71.05288819
833,Robbery,2017,42.35602373,-71.06177615
835,Robbery,2017,42.31693516,-71.05296856
836,Robbery,2017,42.3782637,-71.03918446
837,Robbery,2017,42.29686162,-71.08584183
838,Robbery,2017,42.33597508,-71.07384928
840,Robbery,2017,42.31826767,-71.07783546
841,Robbery,2017,42.33954199,-71.06940877
842,Homicide,2017,42.32022882,-71.06307063
843,Robbery,2017,42.34521735,-71.08762065
844,Robbery,2017,42.30470399,-71.05908258
845,Robbery,2017,42.35543089,-71.05767661
846,Robbery,2017,42.31193403,-71.1142909
847,Robbery,2017,42.30868363,-71.07778106
848,Robbery,2017,42.28978047,-71.06606828
849,Robbery,2017,42.29037676,-71.06139736
850,Robbery,2017,42.30952511,-71.08261838
851,Robbery,2017,42.30238881,-71.08539388
852,Robbery,2017,42.34268073,-71.09937714
853,Robbery,2017,42.35822966,-71.05362239
854,Robbery,2017,42.26894762,-71.09608344
855,Robbery,2017,42.33221776,-71.0398682
856,Robbery,2017,42.31521134,-71.08783592
857,Robbery,2017,42.28329074,-71.08916307
858,Robbery,2017,42.33723127,-71.05539138
859,Robbery,2017,42.35926487,-71.05429349
860,Robbery,2017,42.3360657,-71.1506272
861,Robbery,2017,42.36481242,-71.0623933
862,Robbery,2017,42.37382755,-71.04052459
863,Robbery,2017,42.32938159,-71.06704418
864,Robbery,2017,42.33421,-71.104919
866,Robbery,2017,42.28863337,-71.08990388
867,Robbery,2017,42.32199862,-71.09684038
868,Robbery,2017,42.29098335,-71.08912013
869,Robbery,2017,42.33183055,-71.09746037
870,Homicide,2017,42.30385443,-71.06087585
871,Robbery,2017,42.31709355,-71.07802977
872,Robbery,2017,42.28956988,-71.08510501
873,Robbery,2017,42.31190641,-71.10213227
875,Robbery,2017,42.32925905,-71.08482402
876,Robbery,2017,42.28529234,-71.09121672
877,Robbery,2017,42.35909289,-71.05327197
878,Robbery,2017,42.30131086,-71.08443841
879,Robbery,2017,42.28636893,-71.13005503
880,Robbery,2017,42.33799689,-71.1056602
882,Robbery,2017,42.25050448,-71.13090444
883,Robbery,2017,42.27934055,-71.09130505
884,Robbery,2017,42.35540738,-71.06312433
885,Robbery,2017,42.32282279,-71.10402287
886,Robbery,2017,42.31071604,-71.05950157
887,Robbery,2017,42.2957638,-71.08756002
888,Robbery,2017,42.3055444,-71.07176554
889,Robbery,2017,42.3055444,-71.07176554
890,Robbery,2017,42.35768645,-71.06075134
891,Robbery,2017,42.35932308,-71.05356026
892,Robbery,2017,42.32214915,-71.10091019
893,Robbery,2017,42.35009599,-71.0773211
894,Robbery,2017,42.32369753,-71.08016318
895,Robbery,2017,42.31197821,-71.09737435
896,Robbery,2017,42.31197821,-71.09737435
897,Robbery,2017,42.30758298,-71.07607488
898,Robbery,2017,42.31193403,-71.1142909
899,Robbery,2017,42.29576369,-71.11594819
900,Robbery,2017,42.35009599,-71.0773211
902,Robbery,2017,42.35650174,-71.0619996
904,Robbery,2017,42.34051771,-71.07806475
905,Robbery,2017,42.34827698,-71.07038932
906,Robbery,2017,42.32492305,-71.09825252
908,Robbery,2017,42.33566691,-71.03335349
909,Robbery,2017,42.28309189,-71.131732
910,Robbery,2017,42.32461801,-71.10804116
911,Robbery,2017,42.35272948,-71.06256291
913,Robbery,2017,42.27968299,-71.09286048
914,Robbery,2017,42.31281398,-71.05849562
916,Robbery,2017,42.35521625,-71.06012863
917,Robbery,2017,42.33358776,-71.07702037
918,Robbery,2017,42.35540738,-71.06312433
919,Robbery,2017,42.29612369,-71.06135893
922,Robbery,2017,42.32513051,-71.09940815
923,Robbery,2017,42.34946444,-71.14270449
925,Robbery,2017,42.27095802,-71.0935518
926,Robbery,2017,42.28323233,-71.08562884
927,Robbery,2017,42.33056715,-71.08806813
928,Robbery,2017,42.33119415,-71.07700218
929,Robbery,2017,42.32971683,-71.05696834
930,Robbery,2017,42.35085371,-71.13125747
931,Robbery,2017,42.318821,-71.09530034
932,Robbery,2017,42.38588101,-71.00898191
933,Robbery,2017,42.26283035,-71.10809203
934,Robbery,2017,42.332531,-71.07213
935,Homicide,2017,42.33308097,-71.10165376
936,Robbery,2017,42.33380683,-71.10377843
937,Robbery,2017,42.33409703,-71.10226374
938,Homicide,2017,42.2960628,-71.08664795
939,Robbery,2017,42.29926303,-71.07626513
941,Robbery,2017,42.33129266,-71.10627705
942,Robbery,2017,42.33622726,-71.07353143
943,Robbery,2017,42.28356045,-71.05700338
944,Robbery,2017,42.33391238,-71.10524519
945,Robbery,2017,42.28915232,-71.07346
946,Robbery,2017,42.34717072,-71.09855075
947,Robbery,2017,42.2957638,-71.08756002
948,Robbery,2017,42.33222904,-71.10762993
949,Robbery,2017,42.36527174,-71.05810044
951,Robbery,2017,42.35241815,-71.06525499
952,Robbery,2017,42.32977778,-71.08079561
953,Robbery,2017,42.38157881,-71.02133878
954,Robbery,2017,42.3209295,-71.10193789
956,Robbery,2017,42.30660388,-71.08055038
958,Robbery,2017,42.35847666,-71.05324087
959,Robbery,2017,42.33930507,-71.07505959
960,Robbery,2017,42.34621459,-71.08721196
961,Robbery,2017,42.37885719,-71.0385555
962,Robbery,2017,42.29184437,-71.06619149
963,Robbery,2017,42.30299624,-71.07903634
964,Robbery,2017,42.32423056,-71.10642159
966,Robbery,2017,42.35202275,-71.05932
967,Robbery,2017,42.29506405,-71.05672533
968,Robbery,2017,42.32624204,-71.10317575
969,Robbery,2017,42.26216909,-71.12185558
970,Robbery,2017,42.34701666,-71.06886238
971,Robbery,2017,42.35602373,-71.06177615
972,Robbery,2017,42.35847666,-71.05324087
973,Robbery,2017,42.3728585,-71.04084363
974,Robbery,2017,42.35306442,-71.08126007
975,Homicide,2017,42.30846634,-71.0832783
976,Robbery,2017,42.32788516,-71.07770633
977,Robbery,2017,42.27818669,-71.09047287
978,Robbery,2017,42.36110964,-71.06741369
979,Homicide,2017,42.32902469,-71.08341505
980,Robbery,2017,42.25615863,-71.13075198
981,Robbery,2017,42.36474297,-71.06256983
983,Robbery,2017,42.28588503,-71.13117001
984,Homicide,2017,42.30942147,-71.07460029
985,Robbery,2017,42.33105456,-71.08273154
986,Robbery,2017,42.37100549,-71.03897689
987,Homicide,2017,42.31242132,-71.09154902
988,Robbery,2017,42.2917221,-71.1196546
989,Robbery,2017,42.2752767,-71.09554245
991,Robbery,2017,42.35892279,-71.05835354
992,Robbery,2017,42.30136116,-71.08290897
993,Robbery,2017,42.29282031,-71.06232824
994,Robbery,2017,42.29623685,-71.04853645
995,Robbery,2017,42.35241815,-71.06525499
996,Robbery,2017,42.35997967,-71.05474135
997,Robbery,2017,42.35255545,-71.06068136
998,Robbery,2017,42.3088984,-71.0830519
999,Robbery,2017,42.34966796,-71.13995527
1000,Robbery,2017,42.33124115,-71.0478155
1001,Robbery,2017,42.34854636,-71.07416609
1002,Robbery,2017,42.33989976,-71.07930014
1003,Robbery,2017,42.30385286,-71.06842775
1004,Robbery,2017,42.33461282,-71.07928599
1005,Robbery,2017,42.29042439,-71.0638074
1007,Homicide,2017,42.28519774,-71.0677511
1008,Robbery,2017,42.31694244,-71.06991213
1009,Robbery,2017,42.33124115,-71.0478155
1010,Homicide,2017,42.27783207,-71.09355491
1011,Robbery,2017,42.336112,-71.04665434
1012,Robbery,2017,42.3575462,-71.05881953
1013,Robbery,2017,42.29282591,-71.07966513
1014,Robbery,2017,42.28581121,-71.07115483
1015,Robbery,2017,42.33896018,-71.07557292
1016,Robbery,2017,42.31451479,-71.0947082
1017,Robbery,2017,42.35678442,-71.06670845
1018,Robbery,2017,42.26352306,-71.10578562
1019,Robbery,2017,42.35236776,-71.06454338
1020,Robbery,2017,42.31281398,-71.05849562
1021,Robbery,2017,42.29165545,-71.06009035
1022,Robbery,2017,42.33723127,-71.05539138
1023,Robbery,2017,42.31106545,-71.06693233
1024,Robbery,2017,42.35456406,-71.06147418
1026,Robbery,2017,42.35591935,-71.06000539
1028,Robbery,2017,42.32445167,-71.09840707
1029,Robbery,2017,42.34559671,-71.08781041
1030,Robbery,2017,42.3538772,-71.05830207
1031,Robbery,2017,42.28187558,-71.08550538
1032,Robbery,2017,42.32978737,-71.08324801
1033,Robbery,2017,42.32610373,-71.09042875
1034,Robbery,2017,42.3460551,-71.07050669
1036,Robbery,2017,42.37479451,-71.06600871
1037,Robbery,2017,42.2938387,-71.06202501
1038,Robbery,2017,42.35002128,-71.06595675
1039,Robbery,2017,42.3569695,-71.06249529
1041,Robbery,2017,42.35478783,-71.06123562
1042,Robbery,2017,42.34211308,-71.10143339
1043,Robbery,2017,42.29012204,-71.08964896
1044,Robbery,2017,42.37968456,-71.03428645
1045,Robbery,2017,42.29963709,-71.05851176
1046,Robbery,2017,42.35009599,-71.0773211
1047,Robbery,2017,42.33179689,-71.05191235
1048,Robbery,2017,42.3072423,-71.08551704
1049,Robbery,2017,42.29581546,-71.06884734
1050,Robbery,2017,42.35428377,-71.06380404
1051,Robbery,2017,42.29290563,-71.06955795
1053,Robbery,2017,42.36242887,-71.06054873
1054,Robbery,2017,42.32283759,-71.10096723
1055,Robbery,2017,42.32988785,-71.05638311
1056,Robbery,2017,42.29746606,-71.0827431
1057,Robbery,2017,42.3242096,-71.05979762
1058,Robbery,2017,42.31860134,-71.08405792
1059,Homicide,2017,42.27607035,-71.0896364
1061,Robbery,2017,42.25556696,-71.11902026
1062,Homicide,2017,42.28079658,-71.09039724
1063,Robbery,2017,42.33676619,-71.08205122
1064,Robbery,2017,42.3572734,-71.0611658
1065,Robbery,2017,42.35089055,-71.0777336
1066,Robbery,2017,42.33506218,-71.09316781
1067,Robbery,2017,42.33129745,-71.04864886
1068,Robbery,2017,42.35544757,-71.05731727
1069,Robbery,2017,42.3543403,-71.06171274
1070,Robbery,2018,42.35512339,-71.0608798
1071,Robbery,2017,42.30203902,-71.06009072
1072,Robbery,2017,42.37072554,-71.04396244
1073,Robbery,2017,42.33227604,-71.05205464
1074,Robbery,2017,42.33457489,-71.10551207
1075,Robbery,2017,42.34531664,-71.14298078
1076,Robbery,2017,42.33124115,-71.0478155
1077,Robbery,2017,42.27865467,-71.13657806
1078,Robbery,2017,42.34347698,-71.07822747
1079,Robbery,2017,42.336112,-71.04665434
1080,Robbery,2017,42.32978737,-71.08324801
1081,Robbery,2017,42.34355868,-71.08734146
1082,Robbery,2017,42.31015595,-71.07928347
1083,Robbery,2017,42.29098335,-71.08912013
1084,Robbery,2017,42.32962107,-71.05763827
1085,Robbery,2017,42.37744027,-71.05625879
1086,Robbery,2017,42.3353741,-71.0783156
1087,Robbery,2017,42.32513051,-71.09940815
1088,Robbery,2017,42.35158865,-71.06279264
1089,Robbery,2017,42.36529017,-71.06144453
1090,Robbery,2017,42.35115526,-71.06130589
1091,Robbery,2017,42.35331987,-71.06102314
1092,Robbery,2017,42.35331987,-71.06102314
1093,Robbery,2017,42.28389647,-71.09168024
1094,Robbery,2017,42.30183841,-71.06127819
1095,Robbery,2017,42.30114533,-71.05991447
1096,Robbery,2017,42.35009599,-71.0773211
1097,Robbery,2017,42.33167475,-71.09640092
1098,Robbery,2017,42.33445996,-71.04943145
1099,Robbery,2017,42.32925905,-71.08482402
1101,Robbery,2017,42.30546333,-71.0773834
1102,Robbery,2017,42.35913205,-71.05504984
1103,Robbery,2017,42.35202343,-71.06463445
1104,Robbery,2017,42.28990371,-71.06314642
1105,Robbery,2017,42.3523119,-71.0637051
1106,Robbery,2017,42.28363434,-71.0828132
1108,Robbery,2017,42.33069205,-71.05826064
1109,Robbery,2017,42.30787128,-71.08456122
1110,Robbery,2017,42.35521429,-71.06206351
1111,Robbery,2017,42.37868909,-71.0534645
1112,Robbery,2017,42.3405255,-71.07108564
1113,Robbery,2017,42.3078214,-71.08354076
1114,Robbery,2017,42.30963475,-71.07321346
1115,Robbery,2017,42.32696802,-71.08051941
1116,Robbery,2017,42.35311007,-71.06432264
1117,Robbery,2017,42.33056715,-71.08806813
1118,Robbery,2017,42.35580706,-71.14932167
1119,Robbery,2017,42.34091586,-71.08771531
1120,Robbery,2017,42.28873871,-71.07112627
1121,Robbery,2017,42.30829668,-71.06747771
1122,Robbery,2017,42.3523411,-71.06432465
1123,Robbery,2017,42.30910324,-71.06259482
1124,Robbery,2017,42.29509311,-71.0562477
1125,Homicide,2017,42.34976402,-71.06045076
1126,Robbery,2017,42.33776981,-71.03340768
1127,Robbery,2017,42.28411373,-71.07938717
1128,Robbery,2017,42.29070005,-71.06991285
1129,Robbery,2017,42.31082341,-71.07267019
1130,Robbery,2017,42.35094628,-71.06685604
1131,Robbery,2017,42.28873871,-71.07112627
1133,Robbery,2017,42.35201794,-71.05811581
1134,Robbery,2017,42.35201794,-71.05811581
1135,Robbery,2017,42.351084,-71.059395
1136,Robbery,2017,42.356585,-71.06189505
1137,Robbery,2017,42.28410589,-71.04608937
1138,Robbery,2017,42.33857,-71.10670681
1139,Robbery,2017,42.35427162,-71.06838613
1140,Robbery,2017,42.30967102,-71.07522395
1141,Robbery,2017,42.3575462,-71.05881953
1142,Robbery,2017,42.33226842,-71.09674843
1143,Robbery,2017,42.31236627,-71.0993374
1144,Robbery,2017,42.2871482,-71.06493039
1145,Robbery,2017,42.31615184,-71.09795135
1146,Robbery,2017,42.33961848,-71.0828558
1148,Robbery,2017,42.32613742,-71.07531938
1149,Robbery,2017,42.35650174,-71.0619996
1150,Robbery,2017,42.28863812,-71.06631579
1151,Robbery,2017,42.29768954,-71.06090954
1152,Robbery,2017,42.30248605,-71.06321339
1153,Robbery,2017,42.35555882,-71.05849336
1154,Robbery,2017,42.35103105,-71.06373331
1155,Robbery,2017,42.28716674,-71.07633479
1156,Robbery,2017,42.33602271,-71.0799671
1157,Robbery,2017,42.3503787,-71.07626098
1159,Robbery,2017,42.32648547,-71.05487817
1160,Robbery,2017,42.32648547,-71.05487817
1161,Robbery,2017,42.32648547,-71.05487817
1162,Robbery,2017,42.33574249,-71.05309125
1163,Robbery,2017,42.25592648,-71.12317207
1164,Robbery,2017,42.28009279,-71.0800541
1165,Robbery,2017,42.35213476,-71.06266757
1167,Robbery,2017,42.32866284,-71.08563401
1170,Robbery,2017,42.38239221,-71.07890586
1171,Robbery,2017,42.28873871,-71.07112627
1172,Robbery,2017,42.29257648,-71.07179406
1173,Robbery,2017,42.28915232,-71.07346
1174,Robbery,2017,42.31130246,-71.07824138
1175,Homicide,2017,42.30116811,-71.07347571
1176,Robbery,2017,42.28329074,-71.08916307
1177,Robbery,2017,42.28636893,-71.13005503
1179,Robbery,2017,42.36967378,-71.04155054
1181,Robbery,2017,42.32624204,-71.10317575
1182,Robbery,2017,42.30896999,-71.08284839
1183,Robbery,2017,42.33857,-71.10670681
1184,Robbery,2017,42.35972137,-71.0585236
1185,Robbery,2017,42.34529523,-71.09509486
1186,Robbery,2017,42.34657497,-71.0743865
1187,Robbery,2017,42.31012905,-71.07484821
1188,Robbery,2017,42.33417994,-71.09890998
1189,Robbery,2017,42.31812707,-71.07007406
1190,Robbery,2017,42.31812707,-71.07007406
1191,Robbery,2017,42.27130225,-71.07442362
1192,Robbery,2017,42.33444882,-71.0757421
1193,Robbery,2017,42.32469443,-71.10087902
1194,Robbery,2017,42.34890289,-71.15890934
1195,Robbery,2017,42.33056715,-71.08806813
1196,Robbery,2017,42.2661068,-71.09656048
1197,Robbery,2017,42.38512136,-71.01150101
1198,Robbery,2017,42.26909851,-71.09361458
1199,Robbery,2017,42.3309164,-71.06415106
1200,Robbery,2017,42.35923021,-71.0544659
1201,Robbery,2017,42.33102946,-71.08618278
1202,Robbery,2017,42.33598567,-71.09971741
1203,Robbery,2017,42.38259067,-71.03769466
1205,Robbery,2017,42.37081805,-71.03929078
1206,Robbery,2017,42.29478707,-71.08206875
1207,Homicide,2017,42.32019753,-71.06641761
1208,Homicide,2017,42.34210856,-71.05720719
1209,Robbery,2017,42.28783644,-71.08101039
1210,Homicide,2017,42.26984836,-71.09532394
1211,Robbery,2017,42.33961848,-71.0828558
1212,Robbery,2017,42.28265288,-71.05629583
1213,Robbery,2017,42.35768645,-71.06075134
1214,Robbery,2017,42.30095488,-71.06537601
1216,Robbery,2017,42.28812365,-71.07974985
1217,Robbery,2017,42.37537093,-71.06468508
1218,Robbery,2017,42.33152148,-71.07085307
1219,Robbery,2017,42.35246671,-71.06167002
1220,Robbery,2017,42.282381,-71.07612455
1221,Robbery,2017,42.3572734,-71.0611658
1222,Robbery,2017,42.26355114,-71.10234053
1223,Robbery,2017,42.3458376,-71.14492138
1224,Robbery,2017,42.30480488,-71.06421426
1225,Robbery,2017,42.29257648,-71.07179406
1226,Robbery,2017,42.33195363,-71.08170278
1227,Robbery,2017,42.35272948,-71.06256291
1228,Robbery,2017,42.33213269,-71.07131032
1229,Robbery,2017,42.3503787,-71.07626098
1230,Robbery,2017,42.30573977,-71.06762362
1231,Robbery,2017,42.386147,-71.005339
1232,Robbery,2017,42.34242808,-71.07952412
1234,Robbery,2017,42.32883627,-71.08459849
1235,Robbery,2017,42.35329785,-71.13405028
1236,Robbery,2017,42.34984183,-71.13678902
1237,Homicide,2017,42.27374058,-71.0757262
1238,Robbery,2017,42.33126474,-71.04680751
1239,Robbery,2017,42.31581453,-71.0623369
1240,Robbery,2017,42.36151417,-71.13019629
1242,Robbery,2017,42.35521429,-71.06206351
1243,Robbery,2017,42.35266601,-71.12974348
1244,Robbery,2017,42.35316369,-71.12820416
1245,Robbery,2017,42.33555954,-71.07436364
1246,Robbery,2017,42.27700963,-71.07431626
1247,Robbery,2017,42.32016095,-71.0777729
1248,Homicide,2017,42.29673351,-71.07618648
1249,Robbery,2017,42.3354595,-71.07448891
1250,Robbery,2017,42.28904237,-71.0765702
1251,Robbery,2017,42.33401829,-71.07638124
1252,Homicide,2017,42.33445761,-71.088061
1253,Robbery,2017,42.29855898,-71.07307742
1254,Robbery,2017,42.28904237,-71.0765702
1255,Robbery,2017,42.34877575,-71.09606805
1256,Robbery,2017,42.30762176,-71.07752554
1257,Robbery,2017,42.26701085,-71.12096171
1258,Robbery,2017,42.2806123,-71.08350146
1259,Robbery,2017,42.3690441,-71.0412039
1260,Robbery,2017,42.26857609,-71.09574826
1261,Robbery,2017,42.31417502,-71.07639975
1262,Robbery,2017,42.36293611,-71.05253795
1263,Robbery,2017,42.25422187,-71.12491127
1264,Robbery,2017,42.29109287,-71.06594539
1265,Robbery,2017,42.29843275,-71.08122675
1266,Robbery,2017,42.33044113,-71.08373481
1267,Robbery,2017,42.27653731,-71.0933951
1268,Robbery,2017,42.34928287,-71.07689903
1269,Robbery,2017,42.32720581,-71.09414427
1270,Robbery,2017,42.3469826,-71.09111988
1271,Robbery,2017,42.29812402,-71.07589794
1272,Robbery,2017,42.35162789,-71.0686641
1273,Robbery,2017,42.28175144,-71.12708183
1274,Robbery,2017,42.35235362,-71.05815283
1275,Robbery,2017,42.26817397,-71.09387677
1277,Robbery,2017,42.37507158,-71.06517497
1278,Robbery,2017,42.28526024,-71.06444063
1280,Homicide,2017,42.28262406,-71.05532964
1282,Robbery,2017,42.31428744,-71.07697146
1283,Robbery,2017,42.25592648,-71.12317207
1284,Robbery,2017,42.26337776,-71.12148997
1285,Robbery,2017,42.29098335,-71.08912013
1286,Homicide,2017,42.33473803,-71.08357423
1287,Homicide,2017,42.33473803,-71.08357423
1288,Robbery,2017,42.30995208,-71.05788994
1289,Robbery,2017,42.33555954,-71.07436364
1291,Robbery,2017,42.30135087,-71.06796465
1292,Robbery,2017,42.2871482,-71.06493039
1293,Robbery,2017,42.32270922,-71.09932317
1294,Robbery,2017,42.26871441,-71.09221139
1295,Robbery,2017,42.28001818,-71.07837049
1296,Robbery,2017,42.34657497,-71.0743865
1297,Robbery,2017,42.34431922,-71.06706029
1298,Robbery,2017,42.29681643,-71.04853785
1299,Robbery,2017,42.35474968,-71.05951251
1300,Robbery,2017,42.30046668,-71.06647544
1301,Robbery,2017,42.34401294,-71.08186196
1302,Robbery,2017,42.3092779,-71.07868791
1303,Robbery,2017,42.3092779,-71.07868791
1305,Robbery,2017,42.29417346,-71.07193797
1306,Robbery,2017,42.30648026,-71.06675783
1307,Robbery,2017,42.34341962,-71.083956
1308,Robbery,2017,42.28526024,-71.06444063
1309,Robbery,2017,42.33792266,-71.09526598
1310,Robbery,2017,42.25940183,-71.1173157
1311,Robbery,2017,42.33463662,-71.07597593
1312,Robbery,2017,42.30665904,-71.06256742
1313,Robbery,2017,42.33153509,-71.09534648
1314,Robbery,2017,42.3524587,-71.13762608
1315,Robbery,2017,42.34750972,-71.09011373
1317,Robbery,2017,42.28295116,-71.09377542
1318,Robbery,2017,42.35106637,-71.06549569
1319,Robbery,2017,42.33450285,-71.1036802
1320,Robbery,2017,42.30812619,-71.07692974
1321,Robbery,2017,42.34555216,-71.10510385
1322,Robbery,2017,42.34182317,-71.07562989
1323,Robbery,2017,42.34439568,-71.08632016
1324,Robbery,2017,42.26983458,-71.10003437
